**********************************************************************************

Results for system: 28 Li 12 La 48 O   8 Zr

DATE:   2/ 1/2019   11: 0:19

The first 10 points are the polyhedron corner points

**********************************************************************************

   mu_Li      mu_La      mu_O    |   mu_Zr
   -2.3642    -7.3541    -0.1661 |   -9.3726
   -2.3642    -7.3541    -0.1461 |   -9.4926
   -2.3642    -7.3541    -0.1261 |   -9.6126
   -2.3642    -7.3341    -0.1861 |   -9.2826
   -2.3642    -7.3341    -0.1661 |   -9.4026
   -2.3642    -7.3341    -0.1461 |   -9.5226
   -2.3642    -7.3341    -0.1261 |   -9.6426
   -2.3642    -7.3141    -0.1861 |   -9.3126
   -2.3642    -7.3141    -0.1661 |   -9.4326
   -2.3642    -7.3141    -0.1461 |   -9.5526
   -2.3642    -7.2941    -0.2061 |   -9.2226
   -2.3642    -7.2941    -0.1861 |   -9.3426
   -2.3642    -7.2941    -0.1661 |   -9.4626
   -2.3642    -7.2741    -0.2061 |   -9.2526
   -2.3642    -7.2741    -0.1861 |   -9.3726
   -2.3642    -7.2741    -0.1661 |   -9.4926
   -2.3642    -7.2541    -0.2261 |   -9.1626
   -2.3642    -7.2541    -0.2061 |   -9.2826
   -2.3642    -7.2541    -0.1861 |   -9.4026
   -2.3642    -7.2341    -0.2461 |   -9.0726
   -2.3642    -7.2341    -0.2261 |   -9.1926
   -2.3642    -7.2341    -0.2061 |   -9.3126
   -2.3642    -7.2141    -0.2461 |   -9.1026
   -2.3642    -7.2141    -0.2261 |   -9.2226
   -2.3642    -7.2141    -0.2061 |   -9.3426
   -2.3642    -7.1941    -0.2661 |   -9.0126
   -2.3642    -7.1941    -0.2461 |   -9.1326
   -2.3642    -7.1941    -0.2261 |   -9.2526
   -2.3642    -7.1741    -0.2661 |   -9.0426
   -2.3642    -7.1741    -0.2461 |   -9.1626
   -2.3642    -7.1541    -0.2861 |   -8.9526
   -2.3642    -7.1541    -0.2661 |   -9.0726
   -2.3642    -7.1541    -0.2461 |   -9.1926
   -2.3642    -7.1341    -0.3061 |   -8.8626
   -2.3642    -7.1341    -0.2861 |   -8.9826
   -2.3642    -7.1341    -0.2661 |   -9.1026
   -2.3642    -7.1141    -0.3061 |   -8.8926
   -2.3642    -7.1141    -0.2861 |   -9.0126
   -2.3642    -7.0941    -0.3261 |   -8.8026
   -2.3642    -7.0941    -0.3061 |   -8.9226
   -2.3642    -7.0941    -0.2861 |   -9.0426
   -2.3642    -7.0741    -0.3261 |   -8.8326
   -2.3642    -7.0741    -0.3061 |   -8.9526
   -2.3642    -7.0541    -0.3461 |   -8.7426
   -2.3642    -7.0541    -0.3261 |   -8.8626
   -2.3642    -7.0341    -0.3661 |   -8.6526
   -2.3642    -7.0341    -0.3461 |   -8.7726
   -2.3642    -7.0341    -0.3261 |   -8.8926
   -2.3642    -7.0141    -0.3661 |   -8.6826
   -2.3642    -7.0141    -0.3461 |   -8.8026
   -2.3642    -6.9941    -0.3861 |   -8.5926
   -2.3642    -6.9941    -0.3661 |   -8.7126
   -2.3642    -6.9741    -0.3861 |   -8.6226
   -2.3642    -6.9741    -0.3661 |   -8.7426
   -2.3642    -6.9541    -0.4061 |   -8.5326
   -2.3642    -6.9541    -0.3861 |   -8.6526
   -2.3642    -6.9341    -0.4061 |   -8.5626
   -2.3642    -6.9141    -0.4261 |   -8.4726
   -2.3642    -6.9141    -0.4061 |   -8.5926
   -2.3642    -6.8941    -0.4261 |   -8.5026
   -2.3642    -6.8741    -0.4461 |   -8.4126
   -2.3642    -6.8541    -0.4461 |   -8.4426
   -2.3642    -6.8341    -0.4661 |   -8.3526
   -2.3642    -6.7941    -0.4861 |   -8.2926
   -2.3442    -7.4741    -0.1061 |   -9.6226
   -2.3442    -7.4541    -0.1061 |   -9.6526
   -2.3442    -7.4341    -0.1261 |   -9.5626
   -2.3442    -7.4341    -0.1061 |   -9.6826
   -2.3442    -7.4141    -0.1261 |   -9.5926
   -2.3442    -7.4141    -0.1061 |   -9.7126
   -2.3442    -7.3941    -0.1461 |   -9.5026
   -2.3442    -7.3941    -0.1261 |   -9.6226
   -2.3442    -7.3941    -0.1061 |   -9.7426
   -2.3442    -7.3741    -0.1661 |   -9.4126
   -2.3442    -7.3741    -0.1461 |   -9.5326
   -2.3442    -7.3741    -0.1261 |   -9.6526
   -2.3442    -7.3741    -0.1061 |   -9.7726
   -2.3442    -7.3541    -0.1661 |   -9.4426
   -2.3442    -7.3541    -0.1461 |   -9.5626
   -2.3442    -7.3541    -0.1261 |   -9.6826
   -2.3442    -7.3341    -0.1861 |   -9.3526
   -2.3442    -7.3341    -0.1661 |   -9.4726
   -2.3442    -7.3341    -0.1461 |   -9.5926
   -2.3442    -7.3341    -0.1261 |   -9.7126
   -2.3442    -7.3141    -0.1861 |   -9.3826
   -2.3442    -7.3141    -0.1661 |   -9.5026
   -2.3442    -7.3141    -0.1461 |   -9.6226
   -2.3442    -7.2941    -0.2061 |   -9.2926
   -2.3442    -7.2941    -0.1861 |   -9.4126
   -2.3442    -7.2941    -0.1661 |   -9.5326
   -2.3442    -7.2741    -0.2261 |   -9.2026
   -2.3442    -7.2741    -0.2061 |   -9.3226
   -2.3442    -7.2741    -0.1861 |   -9.4426
   -2.3442    -7.2741    -0.1661 |   -9.5626
   -2.3442    -7.2541    -0.2261 |   -9.2326
   -2.3442    -7.2541    -0.2061 |   -9.3526
   -2.3442    -7.2541    -0.1861 |   -9.4726
   -2.3442    -7.2341    -0.2461 |   -9.1426
   -2.3442    -7.2341    -0.2261 |   -9.2626
   -2.3442    -7.2341    -0.2061 |   -9.3826
   -2.3442    -7.2141    -0.2461 |   -9.1726
   -2.3442    -7.2141    -0.2261 |   -9.2926
   -2.3442    -7.2141    -0.2061 |   -9.4126
   -2.3442    -7.1941    -0.2661 |   -9.0826
   -2.3442    -7.1941    -0.2461 |   -9.2026
   -2.3442    -7.1941    -0.2261 |   -9.3226
   -2.3442    -7.1741    -0.2861 |   -8.9926
   -2.3442    -7.1741    -0.2661 |   -9.1126
   -2.3442    -7.1741    -0.2461 |   -9.2326
   -2.3442    -7.1541    -0.2861 |   -9.0226
   -2.3442    -7.1541    -0.2661 |   -9.1426
   -2.3442    -7.1541    -0.2461 |   -9.2626
   -2.3442    -7.1341    -0.3061 |   -8.9326
   -2.3442    -7.1341    -0.2861 |   -9.0526
   -2.3442    -7.1341    -0.2661 |   -9.1726
   -2.3442    -7.1141    -0.3061 |   -8.9626
   -2.3442    -7.1141    -0.2861 |   -9.0826
   -2.3442    -7.0941    -0.3261 |   -8.8726
   -2.3442    -7.0941    -0.3061 |   -8.9926
   -2.3442    -7.0941    -0.2861 |   -9.1126
   -2.3442    -7.0741    -0.3461 |   -8.7826
   -2.3442    -7.0741    -0.3261 |   -8.9026
   -2.3442    -7.0741    -0.3061 |   -9.0226
   -2.3442    -7.0541    -0.3461 |   -8.8126
   -2.3442    -7.0541    -0.3261 |   -8.9326
   -2.3442    -7.0341    -0.3661 |   -8.7226
   -2.3442    -7.0341    -0.3461 |   -8.8426
   -2.3442    -7.0341    -0.3261 |   -8.9626
   -2.3442    -7.0141    -0.3661 |   -8.7526
   -2.3442    -7.0141    -0.3461 |   -8.8726
   -2.3442    -6.9941    -0.3861 |   -8.6626
   -2.3442    -6.9941    -0.3661 |   -8.7826
   -2.3442    -6.9741    -0.4061 |   -8.5726
   -2.3442    -6.9741    -0.3861 |   -8.6926
   -2.3442    -6.9741    -0.3661 |   -8.8126
   -2.3442    -6.9541    -0.4061 |   -8.6026
   -2.3442    -6.9541    -0.3861 |   -8.7226
   -2.3442    -6.9341    -0.4261 |   -8.5126
   -2.3442    -6.9341    -0.4061 |   -8.6326
   -2.3442    -6.9141    -0.4261 |   -8.5426
   -2.3442    -6.9141    -0.4061 |   -8.6626
   -2.3442    -6.8941    -0.4461 |   -8.4526
   -2.3442    -6.8941    -0.4261 |   -8.5726
   -2.3442    -6.8741    -0.4461 |   -8.4826
   -2.3442    -6.8541    -0.4661 |   -8.3926
   -2.3442    -6.8541    -0.4461 |   -8.5126
   -2.3442    -6.8341    -0.4661 |   -8.4226
   -2.3442    -6.8141    -0.4861 |   -8.3326
   -2.3442    -6.7941    -0.4861 |   -8.3626
   -2.3442    -6.7741    -0.5061 |   -8.2726
   -2.3442    -6.7341    -0.5261 |   -8.2126
   -2.3242    -7.4141    -0.1461 |   -9.5426
   -2.3242    -7.3941    -0.1461 |   -9.5726
   -2.3242    -7.3741    -0.1661 |   -9.4826
   -2.3242    -7.3741    -0.1461 |   -9.6026
   -2.3242    -7.3541    -0.1661 |   -9.5126
   -2.3242    -7.3541    -0.1461 |   -9.6326
   -2.3242    -7.3341    -0.1861 |   -9.4226
   -2.3242    -7.3341    -0.1661 |   -9.5426
   -2.3242    -7.3341    -0.1461 |   -9.6626
   -2.3242    -7.3141    -0.2061 |   -9.3326
   -2.3242    -7.3141    -0.1861 |   -9.4526
   -2.3242    -7.3141    -0.1661 |   -9.5726
   -2.3242    -7.3141    -0.1461 |   -9.6926
   -2.3242    -7.2941    -0.2061 |   -9.3626
   -2.3242    -7.2941    -0.1861 |   -9.4826
   -2.3242    -7.2941    -0.1661 |   -9.6026
   -2.3242    -7.2741    -0.2261 |   -9.2726
   -2.3242    -7.2741    -0.2061 |   -9.3926
   -2.3242    -7.2741    -0.1861 |   -9.5126
   -2.3242    -7.2741    -0.1661 |   -9.6326
   -2.3242    -7.2541    -0.2261 |   -9.3026
   -2.3242    -7.2541    -0.2061 |   -9.4226
   -2.3242    -7.2541    -0.1861 |   -9.5426
   -2.3242    -7.2341    -0.2461 |   -9.2126
   -2.3242    -7.2341    -0.2261 |   -9.3326
   -2.3242    -7.2341    -0.2061 |   -9.4526
   -2.3242    -7.2141    -0.2661 |   -9.1226
   -2.3242    -7.2141    -0.2461 |   -9.2426
   -2.3242    -7.2141    -0.2261 |   -9.3626
   -2.3242    -7.2141    -0.2061 |   -9.4826
   -2.3242    -7.1941    -0.2661 |   -9.1526
   -2.3242    -7.1941    -0.2461 |   -9.2726
   -2.3242    -7.1941    -0.2261 |   -9.3926
   -2.3242    -7.1741    -0.2861 |   -9.0626
   -2.3242    -7.1741    -0.2661 |   -9.1826
   -2.3242    -7.1741    -0.2461 |   -9.3026
   -2.3242    -7.1541    -0.2861 |   -9.0926
   -2.3242    -7.1541    -0.2661 |   -9.2126
   -2.3242    -7.1541    -0.2461 |   -9.3326
   -2.3242    -7.1341    -0.3061 |   -9.0026
   -2.3242    -7.1341    -0.2861 |   -9.1226
   -2.3242    -7.1341    -0.2661 |   -9.2426
   -2.3242    -7.1141    -0.3261 |   -8.9126
   -2.3242    -7.1141    -0.3061 |   -9.0326
   -2.3242    -7.1141    -0.2861 |   -9.1526
   -2.3242    -7.0941    -0.3261 |   -8.9426
   -2.3242    -7.0941    -0.3061 |   -9.0626
   -2.3242    -7.0941    -0.2861 |   -9.1826
   -2.3242    -7.0741    -0.3461 |   -8.8526
   -2.3242    -7.0741    -0.3261 |   -8.9726
   -2.3242    -7.0741    -0.3061 |   -9.0926
   -2.3242    -7.0541    -0.3461 |   -8.8826
   -2.3242    -7.0541    -0.3261 |   -9.0026
   -2.3242    -7.0341    -0.3661 |   -8.7926
   -2.3242    -7.0341    -0.3461 |   -8.9126
   -2.3242    -7.0341    -0.3261 |   -9.0326
   -2.3242    -7.0141    -0.3861 |   -8.7026
   -2.3242    -7.0141    -0.3661 |   -8.8226
   -2.3242    -7.0141    -0.3461 |   -8.9426
   -2.3242    -6.9941    -0.3861 |   -8.7326
   -2.3242    -6.9941    -0.3661 |   -8.8526
   -2.3242    -6.9741    -0.4061 |   -8.6426
   -2.3242    -6.9741    -0.3861 |   -8.7626
   -2.3242    -6.9741    -0.3661 |   -8.8826
   -2.3242    -6.9541    -0.4061 |   -8.6726
   -2.3242    -6.9541    -0.3861 |   -8.7926
   -2.3242    -6.9341    -0.4261 |   -8.5826
   -2.3242    -6.9341    -0.4061 |   -8.7026
   -2.3242    -6.9141    -0.4461 |   -8.4926
   -2.3242    -6.9141    -0.4261 |   -8.6126
   -2.3242    -6.9141    -0.4061 |   -8.7326
   -2.3242    -6.8941    -0.4461 |   -8.5226
   -2.3242    -6.8941    -0.4261 |   -8.6426
   -2.3242    -6.8741    -0.4661 |   -8.4326
   -2.3242    -6.8741    -0.4461 |   -8.5526
   -2.3242    -6.8541    -0.4661 |   -8.4626
   -2.3242    -6.8541    -0.4461 |   -8.5826
   -2.3242    -6.8341    -0.4861 |   -8.3726
   -2.3242    -6.8341    -0.4661 |   -8.4926
   -2.3242    -6.8141    -0.4861 |   -8.4026
   -2.3242    -6.7941    -0.5061 |   -8.3126
   -2.3242    -6.7941    -0.4861 |   -8.4326
   -2.3242    -6.7741    -0.5061 |   -8.3426
   -2.3242    -6.7541    -0.5261 |   -8.2526
   -2.3242    -6.7341    -0.5261 |   -8.2826
   -2.3242    -6.7141    -0.5461 |   -8.1926
   -2.3242    -6.6741    -0.5661 |   -8.1326
   -2.3042    -7.3541    -0.1861 |   -9.4626
   -2.3042    -7.3341    -0.1861 |   -9.4926
   -2.3042    -7.3141    -0.2061 |   -9.4026
   -2.3042    -7.3141    -0.1861 |   -9.5226
   -2.3042    -7.2941    -0.2061 |   -9.4326
   -2.3042    -7.2941    -0.1861 |   -9.5526
   -2.3042    -7.2741    -0.2261 |   -9.3426
   -2.3042    -7.2741    -0.2061 |   -9.4626
   -2.3042    -7.2741    -0.1861 |   -9.5826
   -2.3042    -7.2541    -0.2461 |   -9.2526
   -2.3042    -7.2541    -0.2261 |   -9.3726
   -2.3042    -7.2541    -0.2061 |   -9.4926
   -2.3042    -7.2541    -0.1861 |   -9.6126
   -2.3042    -7.2341    -0.2461 |   -9.2826
   -2.3042    -7.2341    -0.2261 |   -9.4026
   -2.3042    -7.2341    -0.2061 |   -9.5226
   -2.3042    -7.2141    -0.2661 |   -9.1926
   -2.3042    -7.2141    -0.2461 |   -9.3126
   -2.3042    -7.2141    -0.2261 |   -9.4326
   -2.3042    -7.2141    -0.2061 |   -9.5526
   -2.3042    -7.1941    -0.2661 |   -9.2226
   -2.3042    -7.1941    -0.2461 |   -9.3426
   -2.3042    -7.1941    -0.2261 |   -9.4626
   -2.3042    -7.1741    -0.2861 |   -9.1326
   -2.3042    -7.1741    -0.2661 |   -9.2526
   -2.3042    -7.1741    -0.2461 |   -9.3726
   -2.3042    -7.1541    -0.3061 |   -9.0426
   -2.3042    -7.1541    -0.2861 |   -9.1626
   -2.3042    -7.1541    -0.2661 |   -9.2826
   -2.3042    -7.1541    -0.2461 |   -9.4026
   -2.3042    -7.1341    -0.3061 |   -9.0726
   -2.3042    -7.1341    -0.2861 |   -9.1926
   -2.3042    -7.1341    -0.2661 |   -9.3126
   -2.3042    -7.1141    -0.3261 |   -8.9826
   -2.3042    -7.1141    -0.3061 |   -9.1026
   -2.3042    -7.1141    -0.2861 |   -9.2226
   -2.3042    -7.0941    -0.3261 |   -9.0126
   -2.3042    -7.0941    -0.3061 |   -9.1326
   -2.3042    -7.0941    -0.2861 |   -9.2526
   -2.3042    -7.0741    -0.3461 |   -8.9226
   -2.3042    -7.0741    -0.3261 |   -9.0426
   -2.3042    -7.0741    -0.3061 |   -9.1626
   -2.3042    -7.0541    -0.3661 |   -8.8326
   -2.3042    -7.0541    -0.3461 |   -8.9526
   -2.3042    -7.0541    -0.3261 |   -9.0726
   -2.3042    -7.0341    -0.3661 |   -8.8626
   -2.3042    -7.0341    -0.3461 |   -8.9826
   -2.3042    -7.0341    -0.3261 |   -9.1026
   -2.3042    -7.0141    -0.3861 |   -8.7726
   -2.3042    -7.0141    -0.3661 |   -8.8926
   -2.3042    -7.0141    -0.3461 |   -9.0126
   -2.3042    -6.9941    -0.3861 |   -8.8026
   -2.3042    -6.9941    -0.3661 |   -8.9226
   -2.3042    -6.9741    -0.4061 |   -8.7126
   -2.3042    -6.9741    -0.3861 |   -8.8326
   -2.3042    -6.9741    -0.3661 |   -8.9526
   -2.3042    -6.9541    -0.4261 |   -8.6226
   -2.3042    -6.9541    -0.4061 |   -8.7426
   -2.3042    -6.9541    -0.3861 |   -8.8626
   -2.3042    -6.9341    -0.4261 |   -8.6526
   -2.3042    -6.9341    -0.4061 |   -8.7726
   -2.3042    -6.9141    -0.4461 |   -8.5626
   -2.3042    -6.9141    -0.4261 |   -8.6826
   -2.3042    -6.9141    -0.4061 |   -8.8026
   -2.3042    -6.8941    -0.4461 |   -8.5926
   -2.3042    -6.8941    -0.4261 |   -8.7126
   -2.3042    -6.8741    -0.4661 |   -8.5026
   -2.3042    -6.8741    -0.4461 |   -8.6226
   -2.3042    -6.8541    -0.4861 |   -8.4126
   -2.3042    -6.8541    -0.4661 |   -8.5326
   -2.3042    -6.8541    -0.4461 |   -8.6526
   -2.3042    -6.8341    -0.4861 |   -8.4426
   -2.3042    -6.8341    -0.4661 |   -8.5626
   -2.3042    -6.8141    -0.5061 |   -8.3526
   -2.3042    -6.8141    -0.4861 |   -8.4726
   -2.3042    -6.7941    -0.5061 |   -8.3826
   -2.3042    -6.7941    -0.4861 |   -8.5026
   -2.3042    -6.7741    -0.5261 |   -8.2926
   -2.3042    -6.7741    -0.5061 |   -8.4126
   -2.3042    -6.7541    -0.5261 |   -8.3226
   -2.3042    -6.7341    -0.5461 |   -8.2326
   -2.3042    -6.7341    -0.5261 |   -8.3526
   -2.3042    -6.7141    -0.5461 |   -8.2626
   -2.3042    -6.6941    -0.5661 |   -8.1726
   -2.3042    -6.6741    -0.5661 |   -8.2026
   -2.3042    -6.6541    -0.5861 |   -8.1126
   -2.3042    -6.6141    -0.6061 |   -8.0526
   -2.2842    -7.2941    -0.2261 |   -9.3826
   -2.2842    -7.2741    -0.2261 |   -9.4126
   -2.2842    -7.2541    -0.2461 |   -9.3226
   -2.2842    -7.2541    -0.2261 |   -9.4426
   -2.2842    -7.2341    -0.2461 |   -9.3526
   -2.2842    -7.2341    -0.2261 |   -9.4726
   -2.2842    -7.2141    -0.2661 |   -9.2626
   -2.2842    -7.2141    -0.2461 |   -9.3826
   -2.2842    -7.2141    -0.2261 |   -9.5026
   -2.2842    -7.1941    -0.2861 |   -9.1726
   -2.2842    -7.1941    -0.2661 |   -9.2926
   -2.2842    -7.1941    -0.2461 |   -9.4126
   -2.2842    -7.1941    -0.2261 |   -9.5326
   -2.2842    -7.1741    -0.2861 |   -9.2026
   -2.2842    -7.1741    -0.2661 |   -9.3226
   -2.2842    -7.1741    -0.2461 |   -9.4426
   -2.2842    -7.1541    -0.3061 |   -9.1126
   -2.2842    -7.1541    -0.2861 |   -9.2326
   -2.2842    -7.1541    -0.2661 |   -9.3526
   -2.2842    -7.1541    -0.2461 |   -9.4726
   -2.2842    -7.1341    -0.3061 |   -9.1426
   -2.2842    -7.1341    -0.2861 |   -9.2626
   -2.2842    -7.1341    -0.2661 |   -9.3826
   -2.2842    -7.1141    -0.3261 |   -9.0526
   -2.2842    -7.1141    -0.3061 |   -9.1726
   -2.2842    -7.1141    -0.2861 |   -9.2926
   -2.2842    -7.0941    -0.3461 |   -8.9626
   -2.2842    -7.0941    -0.3261 |   -9.0826
   -2.2842    -7.0941    -0.3061 |   -9.2026
   -2.2842    -7.0941    -0.2861 |   -9.3226
   -2.2842    -7.0741    -0.3461 |   -8.9926
   -2.2842    -7.0741    -0.3261 |   -9.1126
   -2.2842    -7.0741    -0.3061 |   -9.2326
   -2.2842    -7.0541    -0.3661 |   -8.9026
   -2.2842    -7.0541    -0.3461 |   -9.0226
   -2.2842    -7.0541    -0.3261 |   -9.1426
   -2.2842    -7.0341    -0.3661 |   -8.9326
   -2.2842    -7.0341    -0.3461 |   -9.0526
   -2.2842    -7.0341    -0.3261 |   -9.1726
   -2.2842    -7.0141    -0.3861 |   -8.8426
   -2.2842    -7.0141    -0.3661 |   -8.9626
   -2.2842    -7.0141    -0.3461 |   -9.0826
   -2.2842    -6.9941    -0.4061 |   -8.7526
   -2.2842    -6.9941    -0.3861 |   -8.8726
   -2.2842    -6.9941    -0.3661 |   -8.9926
   -2.2842    -6.9741    -0.4061 |   -8.7826
   -2.2842    -6.9741    -0.3861 |   -8.9026
   -2.2842    -6.9741    -0.3661 |   -9.0226
   -2.2842    -6.9541    -0.4261 |   -8.6926
   -2.2842    -6.9541    -0.4061 |   -8.8126
   -2.2842    -6.9541    -0.3861 |   -8.9326
   -2.2842    -6.9341    -0.4261 |   -8.7226
   -2.2842    -6.9341    -0.4061 |   -8.8426
   -2.2842    -6.9141    -0.4461 |   -8.6326
   -2.2842    -6.9141    -0.4261 |   -8.7526
   -2.2842    -6.9141    -0.4061 |   -8.8726
   -2.2842    -6.8941    -0.4661 |   -8.5426
   -2.2842    -6.8941    -0.4461 |   -8.6626
   -2.2842    -6.8941    -0.4261 |   -8.7826
   -2.2842    -6.8741    -0.4661 |   -8.5726
   -2.2842    -6.8741    -0.4461 |   -8.6926
   -2.2842    -6.8541    -0.4861 |   -8.4826
   -2.2842    -6.8541    -0.4661 |   -8.6026
   -2.2842    -6.8541    -0.4461 |   -8.7226
   -2.2842    -6.8341    -0.4861 |   -8.5126
   -2.2842    -6.8341    -0.4661 |   -8.6326
   -2.2842    -6.8141    -0.5061 |   -8.4226
   -2.2842    -6.8141    -0.4861 |   -8.5426
   -2.2842    -6.7941    -0.5261 |   -8.3326
   -2.2842    -6.7941    -0.5061 |   -8.4526
   -2.2842    -6.7941    -0.4861 |   -8.5726
   -2.2842    -6.7741    -0.5261 |   -8.3626
   -2.2842    -6.7741    -0.5061 |   -8.4826
   -2.2842    -6.7541    -0.5461 |   -8.2726
   -2.2842    -6.7541    -0.5261 |   -8.3926
   -2.2842    -6.7341    -0.5461 |   -8.3026
   -2.2842    -6.7341    -0.5261 |   -8.4226
   -2.2842    -6.7141    -0.5661 |   -8.2126
   -2.2842    -6.7141    -0.5461 |   -8.3326
   -2.2842    -6.6941    -0.5661 |   -8.2426
   -2.2842    -6.6741    -0.5861 |   -8.1526
   -2.2842    -6.6741    -0.5661 |   -8.2726
   -2.2842    -6.6541    -0.5861 |   -8.1826
   -2.2842    -6.6341    -0.6061 |   -8.0926
   -2.2842    -6.6141    -0.6061 |   -8.1226
   -2.2842    -6.5941    -0.6261 |   -8.0326
   -2.2842    -6.5541    -0.6461 |   -7.9726
   -2.2642    -7.2341    -0.2661 |   -9.3026
   -2.2642    -7.2141    -0.2661 |   -9.3326
   -2.2642    -7.1941    -0.2861 |   -9.2426
   -2.2642    -7.1941    -0.2661 |   -9.3626
   -2.2642    -7.1741    -0.2861 |   -9.2726
   -2.2642    -7.1741    -0.2661 |   -9.3926
   -2.2642    -7.1541    -0.3061 |   -9.1826
   -2.2642    -7.1541    -0.2861 |   -9.3026
   -2.2642    -7.1541    -0.2661 |   -9.4226
   -2.2642    -7.1341    -0.3261 |   -9.0926
   -2.2642    -7.1341    -0.3061 |   -9.2126
   -2.2642    -7.1341    -0.2861 |   -9.3326
   -2.2642    -7.1341    -0.2661 |   -9.4526
   -2.2642    -7.1141    -0.3261 |   -9.1226
   -2.2642    -7.1141    -0.3061 |   -9.2426
   -2.2642    -7.1141    -0.2861 |   -9.3626
   -2.2642    -7.0941    -0.3461 |   -9.0326
   -2.2642    -7.0941    -0.3261 |   -9.1526
   -2.2642    -7.0941    -0.3061 |   -9.2726
   -2.2642    -7.0941    -0.2861 |   -9.3926
   -2.2642    -7.0741    -0.3461 |   -9.0626
   -2.2642    -7.0741    -0.3261 |   -9.1826
   -2.2642    -7.0741    -0.3061 |   -9.3026
   -2.2642    -7.0541    -0.3661 |   -8.9726
   -2.2642    -7.0541    -0.3461 |   -9.0926
   -2.2642    -7.0541    -0.3261 |   -9.2126
   -2.2642    -7.0341    -0.3861 |   -8.8826
   -2.2642    -7.0341    -0.3661 |   -9.0026
   -2.2642    -7.0341    -0.3461 |   -9.1226
   -2.2642    -7.0341    -0.3261 |   -9.2426
   -2.2642    -7.0141    -0.3861 |   -8.9126
   -2.2642    -7.0141    -0.3661 |   -9.0326
   -2.2642    -7.0141    -0.3461 |   -9.1526
   -2.2642    -6.9941    -0.4061 |   -8.8226
   -2.2642    -6.9941    -0.3861 |   -8.9426
   -2.2642    -6.9941    -0.3661 |   -9.0626
   -2.2642    -6.9741    -0.4061 |   -8.8526
   -2.2642    -6.9741    -0.3861 |   -8.9726
   -2.2642    -6.9741    -0.3661 |   -9.0926
   -2.2642    -6.9541    -0.4261 |   -8.7626
   -2.2642    -6.9541    -0.4061 |   -8.8826
   -2.2642    -6.9541    -0.3861 |   -9.0026
   -2.2642    -6.9341    -0.4461 |   -8.6726
   -2.2642    -6.9341    -0.4261 |   -8.7926
   -2.2642    -6.9341    -0.4061 |   -8.9126
   -2.2642    -6.9141    -0.4461 |   -8.7026
   -2.2642    -6.9141    -0.4261 |   -8.8226
   -2.2642    -6.9141    -0.4061 |   -8.9426
   -2.2642    -6.8941    -0.4661 |   -8.6126
   -2.2642    -6.8941    -0.4461 |   -8.7326
   -2.2642    -6.8941    -0.4261 |   -8.8526
   -2.2642    -6.8741    -0.4661 |   -8.6426
   -2.2642    -6.8741    -0.4461 |   -8.7626
   -2.2642    -6.8541    -0.4861 |   -8.5526
   -2.2642    -6.8541    -0.4661 |   -8.6726
   -2.2642    -6.8541    -0.4461 |   -8.7926
   -2.2642    -6.8341    -0.5061 |   -8.4626
   -2.2642    -6.8341    -0.4861 |   -8.5826
   -2.2642    -6.8341    -0.4661 |   -8.7026
   -2.2642    -6.8141    -0.5061 |   -8.4926
   -2.2642    -6.8141    -0.4861 |   -8.6126
   -2.2642    -6.7941    -0.5261 |   -8.4026
   -2.2642    -6.7941    -0.5061 |   -8.5226
   -2.2642    -6.7941    -0.4861 |   -8.6426
   -2.2642    -6.7741    -0.5261 |   -8.4326
   -2.2642    -6.7741    -0.5061 |   -8.5526
   -2.2642    -6.7541    -0.5461 |   -8.3426
   -2.2642    -6.7541    -0.5261 |   -8.4626
   -2.2642    -6.7341    -0.5661 |   -8.2526
   -2.2642    -6.7341    -0.5461 |   -8.3726
   -2.2642    -6.7341    -0.5261 |   -8.4926
   -2.2642    -6.7141    -0.5661 |   -8.2826
   -2.2642    -6.7141    -0.5461 |   -8.4026
   -2.2642    -6.6941    -0.5861 |   -8.1926
   -2.2642    -6.6941    -0.5661 |   -8.3126
   -2.2642    -6.6741    -0.5861 |   -8.2226
   -2.2642    -6.6741    -0.5661 |   -8.3426
   -2.2642    -6.6541    -0.6061 |   -8.1326
   -2.2642    -6.6541    -0.5861 |   -8.2526
   -2.2642    -6.6341    -0.6061 |   -8.1626
   -2.2642    -6.6141    -0.6261 |   -8.0726
   -2.2642    -6.6141    -0.6061 |   -8.1926
   -2.2642    -6.5941    -0.6261 |   -8.1026
   -2.2642    -6.5741    -0.6461 |   -8.0126
   -2.2642    -6.5541    -0.6461 |   -8.0426
